<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,futures_price,<VOL>
SPFB.GOLD,D,20210129,000000,1845.3000000,1876.5000000,1843.7000000,1845.7000000,205556
SPFB.GOLD,D,20210201,000000,1847.9000000,1873.0000000,1847.9000000,1862.0000000,153148
SPFB.GOLD,D,20210202,000000,1861.7000000,1861.7000000,1830.4000000,1837.0000000,174550
SPFB.GOLD,D,20210203,000000,1837.7000000,1844.6000000,1832.0000000,1834.9000000,84580
SPFB.GOLD,D,20210204,000000,1833.7000000,1833.7000000,1785.5000000,1794.0000000,201687
SPFB.GOLD,D,20210205,000000,1795.6000000,1816.5000000,1794.0000000,1812.4000000,163578
SPFB.GOLD,D,20210208,000000,1812.4000000,1838.7000000,1808.3000000,1832.2000000,138362
SPFB.GOLD,D,20210209,000000,1833.0000000,1849.2000000,1831.9000000,1834.8000000,126718
SPFB.GOLD,D,20210210,000000,1834.8000000,1855.0000000,1834.6000000,1841.7000000,116938
SPFB.GOLD,D,20210211,000000,1842.2000000,1847.3000000,1820.5000000,1827.2000000,115322
SPFB.GOLD,D,20210212,000000,1825.8000000,1831.5000000,1811.2000000,1820.9000000,133778
SPFB.GOLD,D,20210215,000000,1820.0000000,1824.3000000,1816.3000000,1819.5000000,55042
SPFB.GOLD,D,20210216,000000,1819.8000000,1826.5000000,1790.0000000,1795.5000000,217923
SPFB.GOLD,D,20210217,000000,1795.5000000,1795.5000000,1770.1000000,1776.4000000,198869
SPFB.GOLD,D,20210218,000000,1777.7000000,1790.1000000,1769.1000000,1774.9000000,155417
SPFB.GOLD,D,20210219,000000,1774.0000000,1792.2000000,1768.5000000,1781.8000000,166812
SPFB.GOLD,D,20210220,000000,1782.1000000,1786.0000000,1782.1000000,1786.0000000,4512
SPFB.GOLD,D,20210222,000000,1786.7000000,1812.8000000,1786.7000000,1810.6000000,142432
SPFB.GOLD,D,20210224,000000,1809.0000000,1810.5000000,1783.5000000,1803.0000000,146295
SPFB.GOLD,D,20210225,000000,1800.3000000,1800.3000000,1766.1000000,1773.0000000,206190
SPFB.GOLD,D,20210226,000000,1772.5000000,1772.5000000,1718.0000000,1733.0000000,310698
SPFB.GOLD,D,20210301,000000,1733.3000000,1756.6000000,1720.3000000,1722.1000000,307671
SPFB.GOLD,D,20210302,000000,1721.0000000,1738.4000000,1709.6000000,1734.9000000,204409
SPFB.GOLD,D,20210303,000000,1735.8000000,1736.3000000,1702.0000000,1716.0000000,253074
SPFB.GOLD,D,20210304,000000,1715.3000000,1722.7000000,1689.8000000,1697.3000000,310001
SPFB.GOLD,D,20210305,000000,1696.9000000,1707.3000000,1685.6000000,1699.0000000,229201
SPFB.GOLD,D,20210309,000000,1698.7000000,1720.4000000,1688.5000000,1716.0000000,219123
SPFB.GOLD,D,20210310,000000,1715.8000000,1732.1000000,1710.3000000,1731.9000000,50485
SPFB.GOLD,D,20210311,000000,1732.2000000,1744.8000000,1725.3000000,1729.0000000,20225
SPFB.GOLD,D,20210312,000000,1728.0000000,1729.6000000,1703.8000000,1728.2000000,36955
SPFB.GOLD,D,20210315,000000,1728.4000000,1739.0000000,1724.3000000,1736.1000000,35158
SPFB.GOLD,D,20210316,000000,1736.8000000,1745.9000000,1730.0000000,1735.3000000,42651
SPFB.GOLD,D,20210317,000000,1736.0000000,1754.0000000,1728.7000000,1750.0000000,101118
SPFB.GOLD,D,20210318,000000,1750.0000000,1757.0000000,1722.0000000,1737.6000000,249163
SPFB.GOLD,D,20210319,000000,1737.3000000,1747.7000000,1732.2000000,1746.0000000,153649
SPFB.GOLD,D,20210322,000000,1744.9000000,1745.0000000,1729.5000000,1740.4000000,138576
SPFB.GOLD,D,20210323,000000,1739.3000000,1744.4000000,1725.9000000,1728.0000000,147131
SPFB.GOLD,D,20210324,000000,1728.5000000,1740.1000000,1728.5000000,1735.5000000,98433
SPFB.GOLD,D,20210325,000000,1735.2000000,1747.0000000,1723.0000000,1727.7000000,162018
SPFB.GOLD,D,20210326,000000,1727.7000000,1737.9000000,1722.2000000,1733.7000000,94637
SPFB.GOLD,D,20210329,000000,1733.0000000,1733.0000000,1707.1000000,1713.2000000,154787
SPFB.GOLD,D,20210330,000000,1712.8000000,1712.8000000,1680.8000000,1687.2000000,188569
SPFB.GOLD,D,20210331,000000,1686.0000000,1716.2000000,1681.1000000,1709.5000000,219095
SPFB.GOLD,D,20210401,000000,1710.0000000,1731.2000000,1710.0000000,1730.2000000,197567
SPFB.GOLD,D,20210402,000000,1731.2000000,1734.1000000,1723.1000000,1725.9000000,25280
SPFB.GOLD,D,20210405,000000,1725.0000000,1733.7000000,1720.4000000,1729.4000000,113213
SPFB.GOLD,D,20210406,000000,1729.5000000,1745.6000000,1728.9000000,1744.8000000,150843
SPFB.GOLD,D,20210407,000000,1744.8000000,1744.8000000,1731.7000000,1737.6000000,115689
SPFB.GOLD,D,20210408,000000,1739.0000000,1760.0000000,1738.6000000,1757.8000000,152321
SPFB.GOLD,D,20210409,000000,1757.1000000,1757.1000000,1732.3000000,1744.9000000,164476
SPFB.GOLD,D,20210412,000000,1743.9000000,1746.9000000,1728.4000000,1733.3000000,127538
SPFB.GOLD,D,20210413,000000,1733.7000000,1749.9000000,1724.7000000,1746.6000000,155906
SPFB.GOLD,D,20210414,000000,1746.4000000,1751.3000000,1733.4000000,1738.5000000,139007
SPFB.GOLD,D,20210415,000000,1738.5000000,1770.6000000,1738.5000000,1764.8000000,181757
SPFB.GOLD,D,20210416,000000,1764.2000000,1785.0000000,1762.5000000,1777.0000000,147958
SPFB.GOLD,D,20210419,000000,1777.2000000,1791.2000000,1768.1000000,1771.0000000,181758
SPFB.GOLD,D,20210420,000000,1772.0000000,1782.1000000,1764.1000000,1779.3000000,171153
SPFB.GOLD,D,20210421,000000,1780.0000000,1798.4000000,1778.7000000,1794.4000000,168382
SPFB.GOLD,D,20210422,000000,1794.9000000,1795.0000000,1778.4000000,1784.4000000,173739
SPFB.GOLD,D,20210423,000000,1785.5000000,1797.2000000,1770.6000000,1777.2000000,181668
SPFB.GOLD,D,20210426,000000,1777.2000000,1783.6000000,1769.2000000,1782.8000000,129935
SPFB.GOLD,D,20210427,000000,1781.4000000,1786.8000000,1775.8000000,1777.2000000,112380
SPFB.GOLD,D,20210428,000000,1777.3000000,1783.9000000,1763.4000000,1783.1000000,166944
SPFB.GOLD,D,20210429,000000,1783.1000000,1786.5000000,1756.5000000,1773.0000000,236034
SPFB.GOLD,D,20210430,000000,1772.3000000,1774.0000000,1765.2000000,1769.7000000,158550
SPFB.GOLD,D,20210504,000000,1770.0000000,1800.0000000,1770.0000000,1780.0000000,221632
SPFB.GOLD,D,20210505,000000,1781.1000000,1788.9000000,1770.6000000,1788.3000000,119191
SPFB.GOLD,D,20210506,000000,1788.9000000,1818.4000000,1788.4000000,1816.3000000,165877
SPFB.GOLD,D,20210507,000000,1816.9000000,1843.7000000,1816.9000000,1832.4000000,250207
SPFB.GOLD,D,20210510,000000,1832.1000000,1846.5000000,1832.1000000,1837.7000000,125712
SPFB.GOLD,D,20210511,000000,1836.6000000,1842.6000000,1818.5000000,1838.9000000,208567
SPFB.GOLD,D,20210512,000000,1837.4000000,1845.4000000,1813.5000000,1815.2000000,242567
SPFB.GOLD,D,20210513,000000,1816.5000000,1829.4000000,1809.2000000,1828.1000000,155011
SPFB.GOLD,D,20210514,000000,1827.0000000,1848.6000000,1821.7000000,1845.1000000,162184
SPFB.GOLD,D,20210517,000000,1846.0000000,1869.0000000,1844.4000000,1867.3000000,169173
SPFB.GOLD,D,20210518,000000,1867.5000000,1876.5000000,1863.7000000,1869.9000000,137094
SPFB.GOLD,D,20210519,000000,1869.9000000,1891.0000000,1853.0000000,1870.0000000,322375
SPFB.GOLD,D,20210520,000000,1870.5000000,1885.3000000,1865.9000000,1877.9000000,157098
SPFB.GOLD,D,20210521,000000,1877.8000000,1890.0000000,1870.4000000,1880.9000000,157531
